timestamp,household_id,voltage,usage_kwh,device_status,region
2025-05-02 14:10:00,HH001,222.97,0.162,ON,South
2025-05-02 14:10:00,HH002,228.76,0.25,ON,West
2025-05-02 14:10:00,HH003,227.25,0.507,ON,North
2025-05-02 14:10:00,HH004,230.45,0.178,ON,East
2025-05-02 14:10:00,HH005,227.68,0.005,ON,West
2025-05-02 14:10:00,HH006,231.93,0.02,ON,West
2025-05-02 14:10:00,HH007,228.14,0.215,ON,East
2025-05-02 14:10:00,HH008,227.06,0.057,ON,East
2025-05-02 14:10:00,HH009,232.55,0.073,ON,South
2025-05-02 14:20:00,HH000,232.3,0.122,ON,West
2025-05-02 14:20:00,HH001,229.68,0.138,ON,East
2025-05-02 14:20:00,HH002,233.59,0.058,ON,South
2025-05-02 14:20:00,HH003,229.8,0.044,ON,North
2025-05-02 14:20:00,HH004,227.66,0.111,ON,West
2025-05-02 14:20:00,HH005,230.08,0.096,ON,North
2025-05-02 14:20:00,HH006,225.62,0.164,OFF,North
2025-05-02 14:20:00,HH007,230.13,0.009,ON,South
2025-05-02 14:20:00,HH008,225.39,0.159,OFF,East
2025-05-02 14:20:00,HH009,231.04,0.245,ON,West
2025-05-02 14:30:00,HH000,229.17,0.684,ON,North
2025-05-02 14:30:00,HH001,228.91,0.067,OFF,North
2025-05-02 14:30:00,HH002,229.86,0.229,ON,South
2025-05-02 14:30:00,HH003,232.52,0.569,ON,North
2025-05-02 14:30:00,HH004,230.38,0.038,ON,West
2025-05-02 14:30:00,HH005,232.58,0.063,ON,South
2025-05-02 14:30:00,HH006,236.29,0.138,OFF,West
2025-05-02 14:30:00,HH007,232.79,0.282,ON,West
2025-05-02 14:30:00,HH008,229.81,0.327,ON,South
2025-05-02 14:30:00,HH009,224.79,0.673,ON,North
2025-05-02 14:40:00,HH000,231.84,0.127,ON,South
2025-05-02 14:40:00,HH001,230.62,0.569,ON,South
2025-05-02 14:40:00,HH002,232.71,0.33,ON,West
2025-05-02 14:40:00,HH003,227.76,0.311,OFF,West
2025-05-02 14:40:00,HH004,230.26,0.027,ON,West
2025-05-02 14:40:00,HH005,232.89,0.186,ON,East
2025-05-02 14:40:00,HH006,228.23,0.004,ON,South
2025-05-02 14:40:00,HH007,229.85,0.12,ON,East
2025-05-02 14:40:00,HH008,225.86,0.426,ON,North
2025-05-02 14:40:00,HH009,233.5,0.401,ON,West
2025-05-02 14:50:00,HH000,231.96,0.103,ON,North
2025-05-02 14:50:00,HH001,229.14,0.392,ON,South
2025-05-02 14:50:00,HH002,230.26,0.401,ON,South
2025-05-02 14:50:00,HH003,233.77,0.007,ON,South
2025-05-02 14:50:00,HH004,225.43,0.236,ON,North
2025-05-02 14:50:00,HH005,230.55,0.281,ON,South
2025-05-02 14:50:00,HH006,231.72,0.247,ON,West
2025-05-02 14:50:00,HH007,228.99,0.43,ON,West
2025-05-02 14:50:00,HH008,232.08,0.007,ON,West
2025-05-02 14:50:00,HH009,231.3,0.47,ON,West
2025-05-02 15:00:00,HH000,228.51,0.039,OFF,East
2025-05-02 15:00:00,HH001,233.23,0.022,ON,North
2025-05-02 15:00:00,HH002,228.75,0.688,ON,North
2025-05-02 15:00:00,HH003,225.77,0.0,OFF,North
2025-05-02 15:00:00,HH004,226.93,0.33,ON,North
2025-05-02 15:00:00,HH005,231.03,0.014,OFF,West
2025-05-02 15:00:00,HH006,230.4,0.804,OFF,East
2025-05-02 15:00:00,HH007,231.53,0.258,ON,South
2025-05-02 15:00:00,HH008,225.19,0.45,ON,West
2025-05-02 15:00:00,HH009,228.9,0.117,ON,North
2025-05-02 15:10:00,HH000,227.36,0.117,ON,North
2025-05-02 15:10:00,HH001,233.78,0.042,ON,North
2025-05-02 15:10:00,HH002,232.18,0.387,ON,South
2025-05-02 15:10:00,HH003,230.81,0.253,ON,East
2025-05-02 15:10:00,HH004,229.58,0.38,ON,South
2025-05-02 15:10:00,HH005,225.33,0.075,ON,South
2025-05-02 15:10:00,HH006,231.39,0.014,ON,West
2025-05-02 15:10:00,HH007,227.97,0.022,ON,South
2025-05-02 15:10:00,HH008,236.22,0.339,ON,East
2025-05-02 15:10:00,HH009,229.09,0.256,ON,West
2025-05-02 15:20:00,HH000,230.85,0.596,ON,South
2025-05-02 15:20:00,HH001,230.36,0.672,ON,South
2025-05-02 15:20:00,HH002,230.1,0.159,ON,South
2025-05-02 15:20:00,HH003,228.09,0.717,ON,West
2025-05-02 15:20:00,HH004,231.52,0.408,OFF,West
2025-05-02 15:20:00,HH005,234.24,0.242,OFF,South
2025-05-02 15:20:00,HH006,225.75,0.298,ON,South
2025-05-02 15:20:00,HH007,226.99,0.274,ON,West
2025-05-02 15:20:00,HH008,230.1,0.112,OFF,North
2025-05-02 15:20:00,HH009,228.17,0.047,OFF,North
2025-05-02 15:30:00,HH000,227.52,0.261,ON,East
2025-05-02 15:30:00,HH001,226.68,0.323,OFF,West
2025-05-02 15:30:00,HH002,232.25,0.169,ON,East
2025-05-02 15:30:00,HH003,228.91,0.038,ON,West
2025-05-02 15:30:00,HH004,232.74,0.082,ON,West
2025-05-02 15:30:00,HH005,233.28,0.339,ON,South
2025-05-02 15:30:00,HH006,232.57,0.181,ON,West
2025-05-02 15:30:00,HH007,226.88,0.548,ON,East
2025-05-02 15:30:00,HH008,233.91,0.315,ON,South
2025-05-02 15:30:00,HH009,226.62,0.072,ON,North
2025-05-02 15:40:00,HH000,227.09,0.427,OFF,East
2025-05-02 15:40:00,HH001,234.14,0.049,ON,South
2025-05-02 15:40:00,HH002,227.13,0.055,ON,North
2025-05-02 15:40:00,HH003,229.61,0.315,ON,East
2025-05-02 15:40:00,HH004,230.38,0.234,ON,West
2025-05-02 15:40:00,HH005,230.4,0.392,ON,South
2025-05-02 15:40:00,HH006,233.65,0.193,OFF,North
2025-05-02 15:40:00,HH007,228.42,0.105,ON,East
2025-05-02 15:40:00,HH008,228.21,0.46,ON,East
2025-05-02 15:40:00,HH009,232.12,0.046,ON,East
2025-05-02 15:50:00,HH000,228.43,0.217,ON,South
2025-05-02 15:50:00,HH001,230.6,0.317,ON,South
2025-05-02 15:50:00,HH002,225.67,0.08,ON,South
2025-05-02 15:50:00,HH003,231.29,0.064,ON,West
2025-05-02 15:50:00,HH004,221.41,0.156,ON,West
2025-05-02 15:50:00,HH005,224.12,0.075,ON,East
2025-05-02 15:50:00,HH006,231.66,0.755,ON,South
2025-05-02 15:50:00,HH007,228.57,0.756,ON,East
2025-05-02 15:50:00,HH008,232.11,0.194,ON,South
2025-05-02 15:50:00,HH009,229.9,0.139,ON,South
2025-05-02 16:00:00,HH000,226.76,0.567,ON,East
2025-05-02 16:00:00,HH001,225.42,0.575,OFF,East
2025-05-02 16:00:00,HH002,234.96,0.218,ON,North
2025-05-02 16:00:00,HH003,227.16,0.591,OFF,South
2025-05-02 16:00:00,HH004,233.08,0.305,OFF,West
2025-05-02 16:00:00,HH005,229.46,0.016,ON,East
2025-05-02 16:00:00,HH006,228.54,0.273,ON,East
2025-05-02 16:00:00,HH007,225.02,0.292,ON,East
2025-05-02 16:00:00,HH008,229.26,0.08,OFF,West
2025-05-02 16:00:00,HH009,228.24,0.1,ON,West
2025-05-02 16:10:00,HH000,231.4,0.035,ON,North
2025-05-02 16:10:00,HH001,226.48,0.517,ON,North
2025-05-02 16:10:00,HH002,227.77,0.95,ON,East
2025-05-02 16:10:00,HH003,230.72,0.001,ON,North
2025-05-02 16:10:00,HH004,226.58,0.104,ON,West
2025-05-02 16:10:00,HH005,229.92,0.219,ON,North
2025-05-02 16:10:00,HH006,228.75,0.341,ON,South
2025-05-02 16:10:00,HH007,225.76,0.794,ON,West
2025-05-02 16:10:00,HH008,232.74,0.034,ON,North
2025-05-02 16:10:00,HH009,226.39,0.178,OFF,South
2025-05-02 16:20:00,HH000,228.62,0.889,ON,North
2025-05-02 16:20:00,HH001,232.62,0.068,ON,South
2025-05-02 16:20:00,HH002,231.49,0.128,ON,West
2025-05-02 16:20:00,HH003,229.78,0.682,ON,East
2025-05-02 16:20:00,HH004,233.21,0.374,OFF,North
2025-05-02 16:20:00,HH005,234.62,0.139,ON,North
2025-05-02 16:20:00,HH006,232.9,0.212,ON,South
2025-05-02 16:20:00,HH007,230.5,0.097,OFF,North
2025-05-02 16:20:00,HH008,229.14,0.21,ON,South
2025-05-02 16:20:00,HH009,228.45,0.104,ON,East
2025-05-02 16:30:00,HH000,226.72,0.136,ON,West
2025-05-02 16:30:00,HH001,225.8,0.42,ON,West
2025-05-02 16:30:00,HH002,227.48,0.027,ON,West
2025-05-02 16:30:00,HH003,237.02,0.629,OFF,West
2025-05-02 16:30:00,HH004,230.34,0.112,ON,East
2025-05-02 16:30:00,HH005,231.15,0.359,ON,South
2025-05-02 16:30:00,HH006,231.79,0.053,OFF,West
2025-05-02 16:30:00,HH007,225.46,1.381,ON,East
2025-05-02 16:30:00,HH008,230.49,0.03,ON,East
2025-05-02 16:30:00,HH009,225.63,0.221,ON,East
2025-05-02 16:40:00,HH000,234.52,0.107,ON,West
2025-05-02 16:40:00,HH001,230.16,0.076,ON,North
2025-05-02 16:40:00,HH002,229.47,0.166,ON,South
2025-05-02 16:40:00,HH003,231.55,0.002,ON,West
2025-05-02 16:40:00,HH004,232.02,0.116,ON,East
2025-05-02 16:40:00,HH005,230.11,0.438,ON,East
2025-05-02 16:40:00,HH006,231.9,0.186,ON,East
2025-05-02 16:40:00,HH007,227.25,0.48,OFF,West
2025-05-02 16:40:00,HH008,230.33,0.064,ON,North
2025-05-02 16:40:00,HH009,228.1,0.158,ON,South
2025-05-02 16:50:00,HH000,228.22,0.172,ON,East
2025-05-02 16:50:00,HH001,233.07,0.197,ON,East
2025-05-02 16:50:00,HH002,227.53,0.477,ON,North
2025-05-02 16:50:00,HH003,231.0,0.207,ON,North
2025-05-02 16:50:00,HH004,233.6,0.136,ON,North
2025-05-02 16:50:00,HH005,224.67,0.326,ON,North
2025-05-02 16:50:00,HH006,230.34,0.232,ON,South
2025-05-02 16:50:00,HH007,225.3,0.074,ON,West
2025-05-02 16:50:00,HH008,231.6,0.07,ON,North
2025-05-02 16:50:00,HH009,229.52,0.437,ON,West
2025-05-02 17:00:00,HH000,225.17,0.071,ON,West
2025-05-02 17:00:00,HH001,224.55,0.076,ON,East
2025-05-02 17:00:00,HH002,227.06,0.375,ON,North
2025-05-02 17:00:00,HH003,230.42,0.043,OFF,West
2025-05-02 17:00:00,HH004,225.74,0.407,ON,East
2025-05-02 17:00:00,HH005,232.44,0.045,ON,West
2025-05-02 17:00:00,HH006,231.44,0.415,ON,South
2025-05-02 17:00:00,HH007,227.63,0.07,ON,South
2025-05-02 17:00:00,HH008,227.75,0.266,ON,East
2025-05-02 17:00:00,HH009,228.88,0.009,ON,South
2025-05-02 17:10:00,HH000,226.14,0.374,ON,South
2025-05-02 17:10:00,HH001,232.96,0.386,ON,South
2025-05-02 17:10:00,HH002,228.39,0.073,ON,East
2025-05-02 17:10:00,HH003,227.4,0.315,ON,North
2025-05-02 17:10:00,HH004,231.36,0.134,ON,South
2025-05-02 17:10:00,HH005,229.39,0.065,ON,East
2025-05-02 17:10:00,HH006,228.73,0.048,ON,East
2025-05-02 17:10:00,HH007,226.61,0.04,ON,South
2025-05-02 17:10:00,HH008,231.05,0.04,ON,West
2025-05-02 17:10:00,HH009,231.9,0.143,ON,West
2025-05-02 17:20:00,HH000,227.7,0.024,ON,North
2025-05-02 17:20:00,HH001,225.06,0.144,OFF,South
2025-05-02 17:20:00,HH002,230.37,0.064,ON,North
2025-05-02 17:20:00,HH003,231.25,0.203,ON,South
2025-05-02 17:20:00,HH004,230.39,0.809,ON,North
2025-05-02 17:20:00,HH005,228.51,0.501,ON,South
2025-05-02 17:20:00,HH006,231.85,0.17,ON,West
2025-05-02 17:20:00,HH007,228.49,0.215,ON,North
2025-05-02 17:20:00,HH008,231.09,0.185,OFF,West
2025-05-02 17:20:00,HH009,229.35,0.233,ON,North
2025-05-02 17:30:00,HH000,225.87,0.161,ON,West
2025-05-02 17:30:00,HH001,226.32,0.077,OFF,East
2025-05-02 17:30:00,HH002,230.52,0.076,ON,South
2025-05-02 17:30:00,HH003,231.27,0.453,ON,East
2025-05-02 17:30:00,HH004,228.25,0.011,ON,West
2025-05-02 17:30:00,HH005,230.0,0.225,ON,South
2025-05-02 17:30:00,HH006,234.19,0.171,ON,South
2025-05-02 17:30:00,HH007,230.19,0.036,OFF,North
2025-05-02 17:30:00,HH008,230.05,0.204,ON,West
2025-05-02 17:30:00,HH009,229.02,0.38,ON,West
2025-05-02 17:40:00,HH000,231.01,0.29,ON,West
2025-05-02 17:40:00,HH001,225.08,0.48,ON,South
2025-05-02 17:40:00,HH002,230.6,0.163,ON,South
2025-05-02 17:40:00,HH003,227.88,0.027,ON,North
2025-05-02 17:40:00,HH004,231.71,0.541,ON,East
2025-05-02 17:40:00,HH005,232.07,0.154,ON,East
2025-05-02 17:40:00,HH006,234.8,0.717,OFF,North
2025-05-02 17:40:00,HH007,233.81,0.159,ON,North
2025-05-02 17:40:00,HH008,227.63,0.023,ON,East
2025-05-02 17:40:00,HH009,233.69,0.271,ON,West
2025-05-02 17:50:00,HH000,230.56,0.554,ON,East
2025-05-02 17:50:00,HH001,229.26,0.057,OFF,South
2025-05-02 17:50:00,HH002,223.99,0.273,ON,South
2025-05-02 17:50:00,HH003,228.87,0.019,OFF,East
2025-05-02 17:50:00,HH004,232.7,0.082,ON,East
2025-05-02 17:50:00,HH005,232.13,0.279,ON,South
2025-05-02 17:50:00,HH006,229.45,0.545,ON,West
2025-05-02 17:50:00,HH007,228.66,0.287,ON,North
2025-05-02 17:50:00,HH008,228.71,0.101,ON,South
2025-05-02 17:50:00,HH009,232.28,0.425,ON,South
2025-05-02 18:00:00,HH000,226.15,0.187,ON,South
2025-05-02 18:00:00,HH001,223.66,0.107,ON,South
2025-05-02 18:00:00,HH002,223.7,0.148,ON,East
2025-05-02 18:00:00,HH003,227.5,0.034,ON,East
2025-05-02 18:00:00,HH004,232.35,0.234,ON,East
2025-05-02 18:00:00,HH005,232.33,0.231,ON,North
2025-05-02 18:00:00,HH006,223.64,0.135,OFF,North
2025-05-02 18:00:00,HH007,231.96,0.023,OFF,South
2025-05-02 18:00:00,HH008,228.16,0.039,OFF,East
2025-05-02 18:00:00,HH009,231.79,0.064,ON,East
2025-05-02 18:10:00,HH000,231.58,0.035,ON,South
2025-05-02 18:10:00,HH001,234.17,0.119,ON,West
2025-05-02 18:10:00,HH002,229.53,0.072,ON,East
2025-05-02 18:10:00,HH003,230.04,0.547,ON,East
2025-05-02 18:10:00,HH004,228.64,0.067,ON,West
2025-05-02 18:10:00,HH005,230.86,0.093,ON,East
2025-05-02 18:10:00,HH006,224.05,0.191,ON,North
2025-05-02 18:10:00,HH007,225.14,0.024,ON,East
2025-05-02 18:10:00,HH008,230.95,0.068,ON,East
2025-05-02 18:10:00,HH009,232.36,0.026,ON,South
2025-05-02 18:20:00,HH000,235.02,0.081,OFF,South
2025-05-02 18:20:00,HH001,229.19,0.607,OFF,South
2025-05-02 18:20:00,HH002,228.29,0.132,OFF,North
2025-05-02 18:20:00,HH003,228.18,0.15,ON,South
2025-05-02 18:20:00,HH004,224.66,0.037,OFF,North
2025-05-02 18:20:00,HH005,236.64,0.008,ON,North
2025-05-02 18:20:00,HH006,234.82,0.017,ON,North
2025-05-02 18:20:00,HH007,229.91,0.058,OFF,East
2025-05-02 18:20:00,HH008,233.68,0.511,ON,West
2025-05-02 18:20:00,HH009,228.24,0.3,ON,East
2025-05-02 18:30:00,HH000,230.17,0.631,ON,North
2025-05-02 18:30:00,HH001,234.85,0.015,ON,West
2025-05-02 18:30:00,HH002,231.44,0.132,ON,West
2025-05-02 18:30:00,HH003,225.71,0.094,ON,South
2025-05-02 18:30:00,HH004,233.15,0.162,ON,South
2025-05-02 18:30:00,HH005,228.99,0.511,ON,East
2025-05-02 18:30:00,HH006,235.56,0.003,ON,East
2025-05-02 18:30:00,HH007,232.72,0.036,ON,South
2025-05-02 18:30:00,HH008,232.31,0.19,ON,East
2025-05-02 18:30:00,HH009,232.57,0.004,ON,West
2025-05-02 18:40:00,HH000,229.96,0.004,ON,East
2025-05-02 18:40:00,HH001,231.13,0.023,ON,North
2025-05-02 18:40:00,HH002,230.13,0.104,OFF,East
2025-05-02 18:40:00,HH003,228.42,0.324,OFF,South
2025-05-02 18:40:00,HH004,235.46,0.485,ON,North
2025-05-02 18:40:00,HH005,226.58,0.083,ON,West
2025-05-02 18:40:00,HH006,229.56,0.164,OFF,South
2025-05-02 18:40:00,HH007,235.11,0.151,ON,West
2025-05-02 18:40:00,HH008,234.15,0.074,ON,South
2025-05-02 18:40:00,HH009,232.11,0.329,ON,East
2025-05-02 18:50:00,HH000,227.53,0.069,ON,East
2025-05-02 18:50:00,HH001,226.13,0.136,ON,East
2025-05-02 18:50:00,HH002,230.39,0.05,OFF,South
2025-05-02 18:50:00,HH003,234.0,0.195,ON,North
2025-05-02 18:50:00,HH004,228.53,0.044,ON,West
2025-05-02 18:50:00,HH005,231.78,0.756,OFF,South
2025-05-02 18:50:00,HH006,229.16,0.132,ON,North
2025-05-02 18:50:00,HH007,228.71,0.108,OFF,West
2025-05-02 18:50:00,HH008,227.62,0.52,ON,North
2025-05-02 18:50:00,HH009,229.26,0.0,ON,West
2025-05-02 19:00:00,HH000,228.92,0.292,ON,East
2025-05-02 19:00:00,HH001,228.9,0.217,ON,North
2025-05-02 19:00:00,HH002,233.01,0.389,OFF,West
2025-05-02 19:00:00,HH003,233.53,0.179,ON,South
2025-05-02 19:00:00,HH004,228.88,0.174,OFF,North
2025-05-02 19:00:00,HH005,236.01,0.047,ON,North
2025-05-02 19:00:00,HH006,229.19,0.131,ON,East
2025-05-02 19:00:00,HH007,226.68,0.171,ON,South
2025-05-02 19:00:00,HH008,229.47,0.076,ON,North
2025-05-02 19:00:00,HH009,229.49,0.021,ON,West
2025-05-02 19:10:00,HH000,232.5,0.108,OFF,West
2025-05-02 19:10:00,HH001,228.66,0.629,ON,North
2025-05-02 19:10:00,HH002,234.07,0.093,ON,East
2025-05-02 19:10:00,HH003,233.11,0.188,ON,West
2025-05-02 19:10:00,HH004,231.94,0.045,ON,East
2025-05-02 19:10:00,HH005,225.13,0.129,ON,North
2025-05-02 19:10:00,HH006,232.77,0.08,ON,West
2025-05-02 19:10:00,HH007,229.75,0.017,ON,East
2025-05-02 19:10:00,HH008,232.99,0.16,ON,South
2025-05-02 19:10:00,HH009,229.38,0.181,ON,North
2025-05-02 19:20:00,HH000,230.16,0.033,ON,North
2025-05-02 19:20:00,HH001,233.01,0.299,ON,East
2025-05-02 19:20:00,HH002,230.54,0.616,ON,South
2025-05-02 19:20:00,HH003,228.93,0.132,ON,South
2025-05-02 19:20:00,HH004,225.42,0.022,ON,South
2025-05-02 19:20:00,HH005,231.42,0.027,ON,West
2025-05-02 19:20:00,HH006,229.58,0.013,ON,East
2025-05-02 19:20:00,HH007,227.55,0.061,ON,East
2025-05-02 19:20:00,HH008,233.32,0.229,ON,West
2025-05-02 19:20:00,HH009,227.47,0.085,ON,South
2025-05-02 19:30:00,HH000,229.83,0.343,ON,West
2025-05-02 19:30:00,HH001,231.55,0.231,ON,South
2025-05-02 19:30:00,HH002,229.03,0.04,ON,West
2025-05-02 19:30:00,HH003,224.46,0.478,ON,North
2025-05-02 19:30:00,HH004,227.54,0.176,ON,East
2025-05-02 19:30:00,HH005,232.72,0.137,ON,North
2025-05-02 19:30:00,HH006,230.57,0.637,ON,West
2025-05-02 19:30:00,HH007,231.76,0.216,ON,North
2025-05-02 19:30:00,HH008,232.51,0.327,ON,East
2025-05-02 19:30:00,HH009,230.21,0.387,ON,South
2025-05-02 19:40:00,HH000,233.84,0.043,ON,East
2025-05-02 19:40:00,HH001,228.23,0.599,ON,South
2025-05-02 19:40:00,HH002,232.36,0.092,ON,East
2025-05-02 19:40:00,HH003,230.37,0.67,ON,South
2025-05-02 19:40:00,HH004,228.63,0.118,ON,North
2025-05-02 19:40:00,HH005,230.76,0.146,ON,North
2025-05-02 19:40:00,HH006,228.88,0.086,ON,West
2025-05-02 19:40:00,HH007,237.57,0.033,ON,West
2025-05-02 19:40:00,HH008,225.24,0.086,ON,South
2025-05-02 19:40:00,HH009,232.79,0.047,ON,South
2025-05-02 19:50:00,HH000,227.35,0.261,ON,North
2025-05-02 19:50:00,HH001,228.69,0.333,ON,North
2025-05-02 19:50:00,HH002,230.03,0.061,ON,West
2025-05-02 19:50:00,HH003,228.85,0.214,ON,South
2025-05-02 19:50:00,HH004,229.71,0.128,ON,West
2025-05-02 19:50:00,HH005,233.4,0.044,ON,East
2025-05-02 19:50:00,HH006,231.38,0.75,ON,North
2025-05-02 19:50:00,HH007,228.12,0.477,ON,East
2025-05-02 19:50:00,HH008,223.03,0.014,ON,North
2025-05-02 19:50:00,HH009,229.72,0.264,ON,West
2025-05-02 20:00:00,HH000,230.19,0.1,ON,West
2025-05-02 20:00:00,HH001,231.79,0.214,OFF,East
2025-05-02 20:00:00,HH002,227.7,0.123,ON,North
2025-05-02 20:00:00,HH003,234.18,0.647,ON,South
2025-05-02 20:00:00,HH004,226.58,0.165,ON,West
2025-05-02 20:00:00,HH005,228.99,0.258,ON,South
2025-05-02 20:00:00,HH006,228.98,0.162,ON,West
2025-05-02 20:00:00,HH007,233.61,0.014,ON,West
2025-05-02 20:00:00,HH008,233.65,0.165,ON,North
2025-05-02 20:00:00,HH009,231.85,0.05,ON,East
2025-05-02 20:10:00,HH000,227.74,0.527,OFF,South
2025-05-02 20:10:00,HH001,228.89,0.126,OFF,East
2025-05-02 20:10:00,HH002,229.71,0.226,OFF,South
2025-05-02 20:10:00,HH003,227.89,0.257,ON,North
2025-05-02 20:10:00,HH004,230.23,0.173,ON,East
2025-05-02 20:10:00,HH005,229.05,0.44,ON,South
2025-05-02 20:10:00,HH006,225.95,0.158,ON,South
2025-05-02 20:10:00,HH007,233.7,0.355,ON,North
2025-05-02 20:10:00,HH008,222.12,0.466,ON,East
2025-05-02 20:10:00,HH009,230.05,0.25,ON,East
2025-05-02 20:20:00,HH000,227.91,0.395,ON,South
2025-05-02 20:20:00,HH001,232.06,0.013,ON,West
2025-05-02 20:20:00,HH002,227.07,0.106,ON,South
2025-05-02 20:20:00,HH003,228.39,0.181,ON,West
2025-05-02 20:20:00,HH004,230.62,0.032,ON,West
2025-05-02 20:20:00,HH005,230.64,0.092,ON,North
2025-05-02 20:20:00,HH006,230.27,0.414,OFF,East
2025-05-02 20:20:00,HH007,230.64,0.261,OFF,West
2025-05-02 20:20:00,HH008,226.26,0.159,ON,North
2025-05-02 20:20:00,HH009,229.38,0.031,ON,West
2025-05-02 20:30:00,HH000,228.91,0.427,ON,East
2025-05-02 20:30:00,HH001,229.1,0.2,OFF,North
2025-05-02 20:30:00,HH002,231.09,0.214,ON,West
2025-05-02 20:30:00,HH003,236.44,0.148,ON,South
2025-05-02 20:30:00,HH004,231.01,0.29,ON,North
2025-05-02 20:30:00,HH005,231.34,0.41,ON,South
2025-05-02 20:30:00,HH006,231.56,0.011,ON,North
2025-05-02 20:30:00,HH007,226.86,0.115,OFF,North
2025-05-02 20:30:00,HH008,228.47,0.024,ON,North
2025-05-02 20:30:00,HH009,232.11,0.116,ON,East
2025-05-02 20:40:00,HH000,231.22,0.202,OFF,North
2025-05-02 20:40:00,HH001,230.84,0.109,ON,North
2025-05-02 20:40:00,HH002,230.22,0.101,ON,North
2025-05-02 20:40:00,HH003,229.43,0.14,OFF,South
2025-05-02 20:40:00,HH004,229.37,0.138,ON,East
2025-05-02 20:40:00,HH005,228.53,0.381,ON,West
2025-05-02 20:40:00,HH006,229.78,0.024,ON,South
2025-05-02 20:40:00,HH007,229.03,0.217,OFF,West
2025-05-02 20:40:00,HH008,228.47,0.154,ON,North
2025-05-02 20:40:00,HH009,231.65,0.18,ON,West
2025-05-02 20:50:00,HH000,233.13,0.124,ON,West
2025-05-02 20:50:00,HH001,233.32,0.598,ON,South
2025-05-02 20:50:00,HH002,226.96,0.138,ON,South
2025-05-02 20:50:00,HH003,231.06,0.198,ON,North
2025-05-02 20:50:00,HH004,229.07,0.449,ON,South
2025-05-02 20:50:00,HH005,227.96,0.166,ON,South
2025-05-02 20:50:00,HH006,223.59,0.133,ON,North
2025-05-02 20:50:00,HH007,229.53,0.079,ON,South
2025-05-02 20:50:00,HH008,227.61,0.078,ON,North
2025-05-02 20:50:00,HH009,227.94,0.235,ON,South
2025-05-02 21:00:00,HH000,236.25,0.155,ON,East
2025-05-02 21:00:00,HH001,231.77,0.33,ON,East
2025-05-02 21:00:00,HH002,223.55,0.2,ON,East
2025-05-02 21:00:00,HH003,229.29,0.023,ON,East
2025-05-02 21:00:00,HH004,234.84,0.602,ON,East
2025-05-02 21:00:00,HH005,232.87,0.158,ON,South
2025-05-02 21:00:00,HH006,232.71,0.306,ON,North
2025-05-02 21:00:00,HH007,223.84,0.042,OFF,East
2025-05-02 21:00:00,HH008,228.27,0.551,ON,East
2025-05-02 21:00:00,HH009,227.57,0.177,ON,North
2025-05-02 21:10:00,HH000,230.6,0.04,ON,East
2025-05-02 21:10:00,HH001,231.07,0.025,ON,East
2025-05-02 21:10:00,HH002,229.4,0.19,ON,North
2025-05-02 21:10:00,HH003,232.56,0.121,OFF,North
2025-05-02 21:10:00,HH004,227.49,0.172,ON,East
2025-05-02 21:10:00,HH005,225.68,0.011,ON,East
2025-05-02 21:10:00,HH006,235.26,0.278,ON,West
2025-05-02 21:10:00,HH007,229.86,0.254,ON,West
2025-05-02 21:10:00,HH008,230.52,0.491,ON,North
2025-05-02 21:10:00,HH009,229.15,0.092,ON,North
2025-05-02 21:20:00,HH000,226.28,0.22,ON,East
2025-05-02 21:20:00,HH001,232.68,0.171,ON,West
2025-05-02 21:20:00,HH002,228.85,0.363,ON,North
2025-05-02 21:20:00,HH003,231.43,0.102,ON,North
2025-05-02 21:20:00,HH004,228.88,0.02,ON,North
2025-05-02 21:20:00,HH005,231.51,0.03,ON,North
2025-05-02 21:20:00,HH006,235.34,0.1,ON,North
2025-05-02 21:20:00,HH007,226.97,0.153,OFF,South
2025-05-02 21:20:00,HH008,226.83,0.212,ON,North
2025-05-02 21:20:00,HH009,229.62,0.515,ON,South
2025-05-02 21:30:00,HH000,228.86,0.009,OFF,East
2025-05-02 21:30:00,HH001,230.31,0.118,OFF,East
2025-05-02 21:30:00,HH002,229.89,0.018,ON,East
2025-05-02 21:30:00,HH003,231.34,0.472,OFF,East
2025-05-02 21:30:00,HH004,228.12,0.092,ON,North
2025-05-02 21:30:00,HH005,223.14,0.023,OFF,East
2025-05-02 21:30:00,HH006,232.82,0.038,ON,East
2025-05-02 21:30:00,HH007,226.69,0.27,ON,West
2025-05-02 21:30:00,HH008,231.15,0.071,ON,East
2025-05-02 21:30:00,HH009,231.82,0.028,ON,North
2025-05-02 21:40:00,HH000,233.5,0.106,ON,East
2025-05-02 21:40:00,HH001,229.5,0.132,OFF,West
2025-05-02 21:40:00,HH002,228.44,0.013,ON,South
2025-05-02 21:40:00,HH003,228.63,0.081,OFF,South
2025-05-02 21:40:00,HH004,227.13,0.313,ON,East
2025-05-02 21:40:00,HH005,231.79,0.079,OFF,South
2025-05-02 21:40:00,HH006,228.32,0.029,ON,East
2025-05-02 21:40:00,HH007,227.68,0.577,ON,North
2025-05-02 21:40:00,HH008,225.78,0.178,ON,West
2025-05-02 21:40:00,HH009,231.53,0.013,ON,South
2025-05-02 21:50:00,HH000,228.76,0.001,ON,North
2025-05-02 21:50:00,HH001,228.75,0.083,ON,North
2025-05-02 21:50:00,HH002,231.96,0.107,ON,West
2025-05-02 21:50:00,HH003,226.16,0.07,ON,South
